smiles,jnk3
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2F)ncc1C(F)(F)F,1
OC1CCC(Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCOC4)c3n2)CC1,1
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,1
Cn1ncnc1-c1ncsc1NC(=O)Cc1cccc2cnccc12,1
c1ccc2cc(-c3nc4ccccc4n3-c3ccnc(NC4CCCCC4)c3)ccc2c1,1
N#CC(C(=N)Sc1ccc(N)cc1)c1ccccc1C(F)(F)F,1
CCN(CC)S(=O)(=O)c1ccc2nc(COC(=O)c3n[nH]c4ccccc34)[nH]c2c1,1
COc1ccc(Oc2cc(Nc3ccc(F)cc3C(N)=O)c(C(F)(F)F)cn2)cc1,1
CCn1cnc2c(Nc3cccc(Cl)c3)nc(NC3CCCCC3N)nc21,1
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,1
CCNC(=O)N1CCC(Nc2ncc(C#N)c(-c3c[nH]c4cc(F)ccc34)n2)CC1,1
CC(C)Nc1cc(-c2nc3ccccc3nc2-c2ccc(F)cc2)ccn1,1
O=C(NCCCN1CCOCC1)c1ccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)cc1,1
NC(=O)C(NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,1
O=C(Nc1cccc(Cl)c1N1CCN(Cc2ccccc2)CC1)c1ccc(Br)o1,1
CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c-4n[nH]c1C,1
O=C(C1CC1)N1CCCC(Nc2nccc(-n3c(-c4ccc5ccccc5c4)nc4ccccc43)n2)C1,1
COC(=O)c1ccsc1NC(=O)C1=COCCO1,1
COc1cc(N2CCOCC2)ccc1Nc1cc(Nc2ccccc2C(N)=O)ccn1,1
N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,1
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)c1cc[nH]n1,1
O=c1n(CC2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,1
O=C(Cn1c(=O)ccn2nccc12)Nc1scc(Br)c1-c1ncn[nH]1,1
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cnc(Br)s2)CC1,1
Oc1nnc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cccc(Cl)c2c1,1
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)N=C5CC=C(F)CC5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,1
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1
O=C(Cc1cccc2ccccc12)Nc1ccsc1-c1nnco1,1
NC1CCC(Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)CC1,1
COC1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,1
Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4ccn[nH]4)ccn3)cc2)n1,1
Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,1
COc1cc(Cn2c(O)c(N=O)c3ccccc32)cc(OC)c1,1
O=Nc1c(O)n(Cc2cccc(C(F)(F)F)c2)c2ccccc12,1
O=C(Cc1cc(C(F)(F)F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,1
Nc1c(C(=O)c2cccc(OCC(O)CO)c2)cnn1-c1ccc(F)cc1,1
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,1
CCOc1ccc(-c2csc3ncnc(SCCC(=O)O)c23)cc1,1
NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,1
CCCn1c(C2CCN(C)CC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CC2)n1,1
COc1ccc(Oc2cc(Nc3ccc(Cl)cc3C(N)=O)c(C(F)(F)F)cn2)cc1,1
CCOc1ncccc1C(=O)Nc1cccc(C(=O)Nc2cccc(S(=O)(=O)CCO)c2)c1,1
COc1cc2c(cc1Cl)C(c1cccc(C)c1)=NCC2,1
Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4cn[nH]c4C)ccn3)cc2)n1,1
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)C1CC1,1
O=C(NC(CO)c1cccc(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,1
CCn1c(Nc2ccccc2F)nc2cnc(Nc3ccc(OC)cc3)nc21,1
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2C(F)(F)F)cn1,1
CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,1
CC(=O)c1ccc(NC(=O)C2CC(c3ccc(F)cc3)=NO2)cc1,1
N#Cc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,1
Cn1c(=O)c2c(-c3ccccc3)n3c4ccccc4ncc3c2n(C)c1=O,1
CN(C)c1ccc(CC2=c3ccccc3=NC2=O)cc1,1
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCC(O)CC4)c3n2)cc1,1
CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,1
NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCCO4)[nH]2)cc1,1
CCc1ccc2nccc(NC(=O)Nc3cccc(C(F)(F)F)n3)c2c1,1
NC(=O)c1ccsc1NC(=O)CSc1nc2ccccc2c(=O)n1CCCO,1
CCOC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccccc32)c1C,1
Cc1ccc(-c2cccc3cnc(Nc4ccc5c(c4)OCO5)nc23)cn1,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCCC3=O)cc2)ncc1Cl,1
COc1cc2c(cc1O)CC1c3cc(O)c(O)cc3CC3c4cc(O)c(O)cc4CC[N+]231,1
COc1ccc(Oc2cc(Nc3cccc(OC)c3C(N)=O)c(C(F)(F)F)cn2)cc1,1
O=Nc1c(O)n(Cc2cccc([N+](=O)[O-])c2)c2ccccc12,1
CCNC(=O)c1ccc2c(N=O)c(O)n(Cc3cc(F)cc4c3OCOC4)c2c1,1
Cc1cncc2cccc(S(=O)(=O)N3CCCN(C(=O)CN)CC3C)c12,1
c1cc(-c2nccs2)c2nc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2c1,1
Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,1
Cc1ncn(-c2ccc(Nc3ncc4cccc(-c5nccs5)c4n3)cc2)n1,1
Cc1ccc(Cn2c(O)c(N=O)c3ccccc32)cc1,1
CCOc1nc(NC(C)=O)cc(N)c1C#N,1
c1cc2ccc3ncc(-c4ccc(-c5ccn[nH]5)cc4)cc3c2cn1,1
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(Br)c2)CC1,1
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(-c4ccncc4)c3c2)cc1,1
N#Cc1ccc(NC(O)c2cc(-c3ccc(F)cc3)no2)cc1,1
O=C(O)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,1
NC(=O)c1ccc(NC2CCCCC2N)nc1Nc1cccc(Cl)c1,1
O=C1NC(=O)C(=Cc2ccc3c(c2)OC(F)(F)O3)S1,1
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OC)cc1,1
NC(=O)c1ccccc1Nc1cc(Oc2ccc(N3CCNCC3)cc2)ncc1C(F)(F)F,1
CSc1ccc(-n2ccc(-c3ccnc(Nc4ccc(-n5nc(C)nc5C)cc4)c3)n2)cc1,1
NCc1ccc(-c2cnc3[nH]cc(-c4cccc(NC(=O)Nc5ccc(C(F)(F)F)cc5F)c4)c3c2)cc1,1
Nc1ccc2ncnc(NCCc3ccc(Oc4ccccc4)cc3)c2c1,1
CCn1cc(-c2cc(C(O)Nc3ccccc3C(=O)OC)on2)c(C)n1,1
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,1
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,1
COc1cc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2cc1OC,1
NC(=O)c1ccc2[nH]c(-c3ccc(Oc4ccc(Cl)cc4)cc3)nc2c1,1
CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,1
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCc4ccccc43)c2)[nH]1,1
Sc1nnc(-c2ccncc2)n1-c1ccc2ccccc2c1,1
O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,1
Oc1nnc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cc(F)ccc2c1,1
COC(=O)c1cnccc1NC(=O)Cc1cccc2ccccc12,1
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,1
O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,1
O=C(O)CCN1C(=O)C(=Cc2ccc(-c3ccccc3F)o2)SC1=S,1
O=C(NC(CO)c1ccc(Cl)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,1
Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3nccnc23)n1,1
NC(=O)c1ccccc1Nc1cc(Oc2ccc(-c3cccnc3)cc2)ncc1C(F)(F)F,1
CC(C)OC(=O)c1sccc1NC(=O)Cc1ccccc1,1
CC(C)n1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2Cl)cn1,1
c1ccc(-c2noc(CN3CCCCC3)c2-c2ccnc(NC3CCCCC3)n2)cc1,1
CCCN1C=CC(=C2C(=O)c3ccccc3C2=O)C=C1,1
CNC(=O)c1ccsc1NC(=O)c1ccccc1,1
NC(=O)c1ccccc1Nc1ccnc(Nc2ccc(N3CCOCC3)cc2F)c1,1
Cc1cccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5C)ccc43)c2)c1,1
O=Nc1c(O)n(Cc2cccc(F)c2)c2ccccc12,1
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,1
Oc1nnc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cc(Br)ccc2c1,1
COc1ccc2c(c1)C(=Cc1cnc[nH]1)C(=O)N2,1
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1cscn1,1
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ncc([N+](=O)[O-])s4)c3c2)cc1,1
c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,1
Cc1cc(-c2sccc2NC(=O)Cc2cccc3ccccc23)[nH]n1,1
c1ccc2cc(-c3nc4ccccc4n3-c3ccnc(NC4CCCNC4)n3)ccc2c1,1
CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2C(COCc2ccc(OC)cc2)CC3)n1,1
Cc1n[nH]c(-c2sccc2NC(=O)Cc2cccc3ccccc23)n1,1
O=C(Nc1cccc(Cl)c1N1CCN(Cc2ccco2)CC1)c1ccc(Br)o1,1
O=C(Cc1cccc2cnccc12)Nc1scc(Cl)c1-c1ncn[nH]1,1
COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)c4ccccc4C)cc3)c2cc1OC,1
c1ccc2cc(-c3nc4ccccc4n3-c3ccnc(NC4CCOCC4)c3)ccc2c1,1
CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)nc(O)c12,1
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,1
Oc1nnc(-c2ccnc(NC3CCC3)c2)n1-c1ccc2ccccc2c1,1
Fc1cccc(Nc2cc(-n3cccn3)ncn2)c1,1
N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1nccs1,1
Oc1nnc(-c2ccnc(NC3CCCC3)c2)n1-c1ccc2ccccc2c1,1
Cc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)ccc1N1CCOCC1,1
CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2C(CO)CC3)n1,1
COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC2CCCCC2)c1,1
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1
c1ccc2cc(-c3ncncc3-c3ccncc3)ccc2c1,1
Oc1cc(-c2ccccc2F)nc2cc3c(cc12)OCO3,1
CNCC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,1
O=Nc1c(O)n(Cc2cc(F)cc3c2OCOC3)c2cccc(C=Cc3ccccc3)c12,1
C=S(O)(O)=CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,1
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,1
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(NC(=O)c4ccccn4)c3c2)cc1,1
Cc1ccc(N=C2CC(=O)c3sc(C)nc3C2=O)cc1,1
CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1C#N,1
Fc1ccc(-c2c(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)c3)noc2NCc2ccccc2)cc1,1
O=Nc1c(O)n(Cc2ccc([N+](=O)[O-])cc2)c2ccccc12,1
COc1ccc(Cn2c(O)c(N=O)c3cc(F)ccc32)cc1,1
c1cc(-c2cc[nH]n2)cc(Nc2ccc(N3CCOCC3)cc2)n1,1
NC(=O)c1ccccc1Nc1cc(Oc2ccc3ccccc3c2)ncc1C(F)(F)F,1
N#CC(=Cc1ccc(O)cc1)C(=N)C(C#N)C#N,1
COc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3OC)c2)ccn1,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl,1
O=Nc1c(O)n(Cc2cc(F)cc3c2OCOC3)c2ccc(F)cc12,1
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4c(Cl)cccc4Cl)ccc32)c1,1
O=C(Cc1cccc2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,1
O=C(C1CC1)N1CCCC(Nc2nccc(-n3c(-c4ccc5ccccc5c4)nc4ccc(O)cc43)n2)C1,1
COc1ccc(CN=C(C)C(C#N)C(N)=O)cc1OC,1
Cn1cc(-c2cn(C)nc2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cn1,1
COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2cc1OC,1
CCNC(=O)N1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,1
O=C(NCCCn1cnc(-c2ccc(F)cc2)c1-c1ccncc1)c1ccccc1,1
c1ccc(-c2ccnc(Nc3ccc(-n4cncn4)cc3)n2)cc1,1
Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4C)ccn3)cc2)n1,1
O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOC1,1
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2Cc1cccnc1,1
O=Nc1c(O)n(Cc2cc(F)cc3c2OCOC3)c2cc(C(=O)O)ccc12,1
Cc1cnc(Nc2ccc(-n3cnc(N4CCOCC4)n3)cc2)cc1-c1ccn(C)n1,1
Cc1ccc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)cn1,1
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(OC(C)C(F)(F)F)nncc2c1,1
COc1ccc(N2CCN(C(C)C)CC2)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,1
O=C(Cc1cccc2ccccc12)Nc1ccsc1-c1ccn[nH]1,1
CC(=O)Nc1cc(N)c(C#N)c(-c2ccccc2)n1,1
N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1ncn[nH]1,1
CC(C)Nc1cc(-c2oc3ccccc3c(=O)c2-c2ccc(F)cc2)ccn1,1
O=C(Cc1cccc2ncc(F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,1
COc1ccc(CNC(=O)c2cc(-c3[nH]ncc3-c3cccc(Cl)c3)c[nH]2)cc1,1
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)C1,1
Cc1cccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)c1,1
CCNC(=O)N1CC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,1
C=C(C)CN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,1
N#Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1,1
COc1ccc(CC(=O)Nc2ccsc2-n2nccn2)cc1,1
O=C(Nc1cccc(Cl)c1N1CCN(c2ccccn2)CC1)c1ccc(Br)o1,1
CCn1ncc(-c2cc(C(O)Nc3ccccc3C(=O)OC)on2)c1C,1
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,1
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2ncccc12,1
COC(=O)c1sccc1NC(=O)Cc1cccc2ncccc12,1
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,1
COc1cc2c(cc1Cl)C(c1ccc(F)cc1)=NCC2,1
Cc1nc2cc3nc(-c4cccs4)cnc3cc2n1C,1
O=c1n(C2CCOC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,1
CCCOc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,1
NC(=O)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,1
O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,1
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ccc(Cl)cn4)c3c2)cc1,1
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCC(N)CC4)c3n2)cc1,1
c1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cc1,1
N#CC(c1ccnc(NCCc2ccc(S(N)(=O)=O)cc2)n1)c1nc2ccccc2s1,1
O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,1
COCCC(=O)Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1,1
NC1CCC(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,1
O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,1
CN(C)c1onc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)c1-c1ccc(F)cc1,1
CC1NC(=O)NC1CCCCCC(=O)NCCc1ccccc1,1
Cc1ncn(-c2ccc(Nc3nccc(-c4cc(C#N)cc(N5CCOCC5)c4)n3)cc2)n1,1
CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,1
CN(c1nccc(-c2cnc3ccccn23)n1)C1CCCCC1,1
