smiles,gsk3
NC1CCC(Nc2cc(Nc3ccc(S(N)(=O)=O)cc3)n3ncnc3n2)CC1,1
Cn1cc(C2=C(c3nn(CCCO)c4ncccc34)C(=O)NC2=O)c2ccccc21,1
COc1ccc(-c2n[nH]c(O)c2N=Nc2ccc(Cl)cc2)cc1OC,1
COc1ccc(N=Nc2c(O)n[nH]c2-c2cnccc2OC)cc1,1
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,1
c1ccc(Cn2sc(=NCc3cccnc3)nc2-c2ccccc2)cc1,1
O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,1
Cn1cc(C2=C(c3nn(CCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21,1
COc1ccccc1C1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCO1,1
NCCCNS(=O)(=O)c1cccc(C(O)=Nc2ccc(-c3nnc(O)c4ccccc34)cc2)c1,1
OC12C=C(c3nccc4c3[nH]c3ccccc34)C3CCN(CCCCC=CCC1)CC31CC3C=CCCCCN3C21,1
NC(COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,1
COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,1
O=C(NN=Cc1ccc(Sc2nc3ccccc3[nH]2)o1)c1cccc([N+](=O)[O-])c1,1
O=C(NCCCN1CCN(c2cccc(Cl)c2)CC1)c1nc(-c2ccncc2)no1,1
COc1cc(C2=C(c3c[nH]c4cnccc34)C(=O)NC2=O)cc(OC)c1OC,1
NC(=O)c1cccc2c1Nc1nnc(Cl)cc1C(=O)N2,1
COc1cccc(-c2n[nH]c(O)c2N=Nc2ccncc2)c1,1
CN(C)Cc1c(C(=O)NN=Cc2ccoc2)nnn1-c1nonc1N,1
CCCC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,1
O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1c(F)cccc1F,1
Nc1nonc1-n1nnc(C(=O)NN=Cc2ccncc2)c1CN1CCCC1,1
Cn1nc(N)c2cn(C3OC(CO)C(O)C3O)c3ncnc1c23,1
N#Cc1cccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)c1,1
C=S(O)c1ccc(-c2coc3ccc(-c4nnc(S)o4)cc23)cc1,1
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)c(F)c2)CC1,1
CC(C)(C)OC(=O)n1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2,1
Cc1ccc(-c2nnc(S)n2N=Cc2ccncc2)cc1,1
Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)cc1,1
COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCCCN(C)C)cc2NC3=O)ccc1O,1
CCc1[nH]c(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2nccc1-2,1
CC(CCC(=O)O)(c1ccc(O)c(N)c1)c1ccc(O)c(N)c1,1
NC1NON=C1N1NN=C(c2n[nH]c(-c3ccncc3)n2)C1CN1CCCCC1,1
O=C(NCCc1cccc(O)c1)c1ccnc2nc(-c3ccc(F)cc3)[nH]c12,1
CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,1
CNC(=O)C1CCC(CNC(=O)c2ncoc2-c2ccc(OC)cc2)CC1,1
Cc1ccccc1-n1cc(-c2ccccn2)nn1,1
Cc1ccc(C)c(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)c1,1
O=Cc1c(C2C(=O)Nc3cc(Br)ccc32)[nH]c2ccccc12,1
Fc1ccc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)cc1F,1
O=C1NCCCc2c1oc1ccc(O)cc21,1
CC(C)(O)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12,1
CCN1CCN(c2c(C=O)c(Cl)nc3ccc(OC)cc23)CC1,1
NCCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,1
CC(C)Nc1n[nH]c2ccc(N)cc12,1
O=C1Nc2ccccc2C1=Cc1cnc[nH]1,1
CC1CCCCN1c1ncnc(N)c1[N+](=O)[O-],1
CCN1CCC(CC(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1,1
Nc1n[nH]c2ncc(-c3ccccc3)cc12,1
O=C1N=c2ccc(Br)cc2=C1c1[nH]c2ccccc2c1NO,1
O=C(Nc1cccc(F)c1)Nc1cccc(-c2ccc3c[nH]nc3c2)c1,1
COc1ccc(-c2cc(-c3ccc(F)cc3)nc(O)c2O)cc1,1
c1cnc2nc(-c3ccc4[nH]ncc4c3)c(NC3CCCCC3)n2c1,1
Brc1cnn2c(NCc3cccnc3)cc(C3CC3)nc12,1
Cn1c(N(CCCCCN)CCc2ccccc2)nc(-c2ccncc2)cc1=O,1
CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccccc4)nc23)cc1,1
O=C(Nc1ncnc2[nH]c(-c3ccccc3)nc12)C1CCCN1,1
Cc1cc(O)ccc1-n1cc(C(=O)NN)c(=O)c2ccc(-c3ccncc3)cc21,1
FC(F)(F)Oc1ccc(-c2ccc3[nH]cc(C4=CCNCC4)c3c2)cc1,1
CC(C)Cc1nc(O)cc(-c2ccncc2)n1,1
O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccc(O)cc2N1,1
CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1,1
CN(C)CC1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,1
O=C1NC(=O)C(N2CCc3ccccc32)=C1c1ccccc1Cl,1
Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4ccncc4)no3)CC2C)c1,1
O=C(Nc1ccccc1)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,1
Cc1ccc(C(=O)c2coc3ccc(OCC(=O)O)cc23)cc1,1
CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4Cl)nc23)cc1,1
O=C1CC(c2ccncc2)=NC(=CCCc2ccccc2)N1Cc1ccccc1,1
CCN(CC)Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,1
Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]ncc34)cc2)c1,1
CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3nc(-c4ccoc4)[nH]c23)cc1,1
c1ccc(Cc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1,1
CN1C(=O)CC(c2ccncc2)=NC1=NCC(=O)c1cccc(C#N)c1,1
CCCC(=O)Nc1[nH]nc2cc(Cl)ccc12,1
C=C(C)n1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2,1
COc1ccc2c(c1)NC(=O)Cc1c-2[nH]c2ccc(C(F)(F)F)cc12,1
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)c(C(F)(F)F)c2)CC1,1
COc1ncc(-c2ocnc2C(=O)NCc2ccncc2)cc1Cl,1
CN(C)c1ccc2[nH]c(O)c(C=Nc3ccc(S(N)(=O)=O)cc3)c2c1,1
Cc1ccc(-c2cnc(C3COCCN3Cc3c[nH]c4ccccc34)[nH]2)cc1,1
Cc1nn(-c2ccc(Cl)c(Cl)c2)c(O)c1C=c1c(C)c(C#N)c2nc3ccccc3n2c1=O,1
O=C(Nc1ncnc2[nH]c(-c3ccccc3)nc12)C1CC1,1
Oc1cc(-c2ccncc2)nc(CCc2ccccc2)n1,1
COc1cccc(C2=C(c3cn(C)c4cccc(OC)c34)C(=O)NC2=O)c1,1
O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,1
CC(C)(C)Nc1ncnc2[nH]cc(-c3ccccc3)c12,1
CN1C(=O)CC(c2ccncc2)=NC1=NCC(=O)c1ccccc1F,1
COc1cccc(NN=C2C(=O)NN=C2c2ccc(OC)c(OC)c2)c1,1
Cn1cc(C2=C(c3cccc(CC(O)CO)c3)C(=O)NC2=O)c2ccccc21,1
CN(C)c1nc2ccc1CCCn1cc(c3ccccc31)C1=C(C(=O)NC1=O)c1cn(c3ccccc13)CCC2,1
COc1ccccc1Sc1nc(Nc2cc(C)n[nH]2)c2ccccc2n1,1
Cn1cc(C(CN)c2cncc(C=Cc3ccncc3)c2)c2ccccc21,1
CC(C)(C)OC(=O)n1ncc2cc(N=C3C(=O)C(=O)C3NCc3ccc(S(N)(=O)=O)cc3)ccc21,1
O=C1Nc2ccc(S(=O)(=O)O)cc2C1C1=Nc2ccccc2C1=NO,1
O=C(Nc1ccccc1)Nc1nccs1,1
CC(=O)N1CCC(Nc2cncc(C(=O)c3cn(C(C)C)c4ncnc(N)c34)n2)C1c1ccc(F)cc1,1
Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cc(CO)ccc4F)cc3)c12,1
COCCOC1CCC(n2nc(-c3ccc(Nc4nc5cc(C)cc(C)c5o4)cc3)c3c(N)ncnc32)CC1,1
COC(=O)c1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3,1
COc1cccc(-c2coc3ccc(-c4ccc(C)o4)cc23)c1,1
O=C(Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1)c1c(F)cccc1F,1
c1ccc(CCCc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1,1
c1cncc(-c2nc3ncnc(OCC4CCCCC4)c3[nH]2)c1,1
O=C1NC(=O)C(c2cn(CCO)c3ccc(F)cc23)=C1c1coc2ccccc12,1
COc1cc(C=Nn2c(S)nnc2C2CCCCC2)cc(Br)c1O,1
O=C1NC(=O)C(c2n[nH]c3ncccc23)=C1c1c[nH]c2ccccc12,1
O=C1N=C(Cc2ccc(-c3ccsc3)cc2)C(=O)N1,1
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(C(F)(F)F)cccc12,1
COc1ccccc1N1CCN(CCCNC(=O)c2nc(-c3cccnc3)no2)CC1,1
CCCC(=O)Nc1n[nH]c2cc(-c3cc(F)cc(F)c3)ccc12,1
CC1CCN(Cc2c(C(=O)NN=Cc3ccccc3O)nnn2-c2nonc2N)CC1,1
COc1ccc(-c2cc3c(NC(=O)N4CCCC4)ncnc3o2)cc1,1
OCC(CO)Nc1ncnc2[nH]cc(-c3ccccc3)c12,1
Nc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,1
O=c1[nH]cc(-c2cccc3cccnc23)c2sc(-c3ccncc3)cc12,1
Nc1nc(NCCCN2CCOCC2)nc(Nc2cccc(Cl)c2)c1[N+](=O)[O-],1
Nc1nc(NCCc2ccccc2)nc(NCCO)c1[N+](=O)[O-],1
NC(c1ccc(Cl)cc1)C1CCN(c2ncnc3[nH]ccc23)CC1,1
Cn1c(-c2nonc2N)nc2ccccc21,1
Cc1cccc(NC(O)=Nc2ccc(-c3cccc4c(O)[nH]cc34)cc2)c1,1
O=C(Cc1ccc(OC(F)(F)F)cc1)N1CCC2(CC1)NCCc1c2[nH]c2ccccc12,1
CN(C)CC(C)(C)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3occn23)n1,1
Cc1cc(-c2ncnc3[nH]ccc23)ccc1F,1
Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,1
CCOc1ccncc1NC(=O)c1ccnc2nc(-c3cccc(OC)c3)[nH]c12,1
COc1ccccc1C1=C(c2cn(CCC=N[SH](C)(=O)O)c3ncccc23)C(=O)NC1=O,1
COc1cc(-c2[nH]nc3c2C(c2ccco2)C(C#N)C(=N)O3)cc(OC)c1OC,1
O=C(Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12)C1CC1,1
Clc1ccc(C2(c3cc4[nH]ccnc-4n3)CC2)cc1,1
O=C1C(=O)C(NCc2ccc(Cl)c(Cl)c2)C1=Nc1ccncc1,1
CC(O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,1
Oc1cnc2oc3c4ccccc4c(O)cc3c2c1-c1ccccc1,1
CC(C)n1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4occn34)cc21,1
Nc1nc(Nc2cccnc2)sc1C(=O)c1ccccc1F,1
COc1cccc(C2C(=O)NC(=O)C2=Nc2cccc(O)c2)c1,1
Nc1n[nH]c(N)c1N=Nc1ccc(O)cc1,1
Clc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1Cl,1
O=C(O)c1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1,1
N#Cc1ccc(-c2[nH]nc3c2Cc2ccc(OCCN4CCOCC4)cc2-3)cn1,1
CCn1c(C)c(-c2ccnc(Nc3cccc(OC)c3)n2)sc1=O,1
N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1,1
CCNc1nc2cc(Cl)c(OC)cc2nc1NCC,1
Clc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,1
Cn1c(N2CCOC(c3ccc(F)cc3)C2)nc(-c2ccncc2Cl)cc1=O,1
c1ccc(Cn2cc(-c3ccc4[nH]nc(-c5ccccc5)c4c3)nn2)cc1,1
COc1ccncc1NC(=O)c1ccnc2nc(-c3cccc(Cl)c3)[nH]c12,1
Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,1
Nc1c(F)c(NCCNc2ccccn2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CCCC1,1
COc1nn(-c2ccccc2)c2nc(Nc3ccc(C(=O)O)cc3)ncc12,1
CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,1
Oc1cc2c(oc3ncc(OCc4ccccc4)c(-c4ccccc4)c32)c2ccccc12,1
CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1
Nc1ncc(-c2ccoc2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,1
Cc1occc1-c1ncc(OCC(N)Cc2c[nH]c3ccccc23)cc1-c1cnc2n[nH]c(C)c2n1,1
COc1ccccc1Nc1nc(NCC(C)C)nc(N)c1[N+](=O)[O-],1
Fc1ccc(CSc2nnc(-c3ccncc3)o2)cc1,1
CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(C(=O)Nc6ccccc6F)c5)nc5ccccn45)n3)cc2)CC1,1
O=C1Nc2cc(C(=O)NCCCN3CCCC3)ccc2SC1=Cc1ccccc1F,1
CCCc1cc(-c2ccc3[nH]ncc3c2)on1,1
COCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,1
COc1cc2c(O)c3coc(O)c3c(-c3ccc4c(c3)OCO4)c2cc1OC,1
ON=Cc1cn(-c2ccccc2)nc1-c1ccc2c(c1)OCCO2,1
Cn1sc(=O)n(-c2cccc(Br)c2)c1=O,1
Fc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1F,1
Oc1ncc(I)c2nc(-c3ccccc3)cn12,1
COc1cc(C2=C(c3c[nH]c4cccnc34)C(=O)NC2=O)cc(OC)c1OC,1
CCCC(=O)Nc1nn(C(=O)CC)c2nc3ccccc3cc12,1
c1ccc(CSc2nnc(-c3ccccc3)o2)cc1,1
O=[N+]([O-])c1ccc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)nc1,1
O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,1
NC(=O)c1ccc2c(-c3ccnc(NCCCO)n3)c(-c3ccc(F)cc3)nn2c1,1
COc1cccc(-n2cnc3c(NN=Cc4ccncc4)ncnc32)c1,1
OCc1cc(-c2ccc3[nH]ncc3c2)on1,1
C=C1C=C(N2CCOCC2)Cc2nc(-c3c(NCC(O)c4cccc(Cl)c4)ccnc3O)[nH]c21,1
O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCCn2ccnc2)c2ccccc12,1
COc1ccc(C2C(=O)NC(=O)C2=Nc2ccc(SC)cc2)cc1,1
CN(C1=C(c2ccc(Cl)cc2)C(=O)NC1=O)c1ccccc1,1
Cc1nc2ccccn2c1-c1csc(Nc2ccc(O)cc2)n1,1
Cc1cccc(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)c1,1
O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1)c1c(F)cccc1F,1
Cn1sc(=O)n(-c2ccc(Cl)cc2)c1=O,1
N#Cc1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,1
Clc1cc(NC2CCCCC2)nc(-c2c[nH]c3ncccc23)n1,1
COc1ccc(-c2nc3nccc(C(=O)Nc4cnccc4C)c3[nH]2)cc1,1
O=C1NC(=O)C(c2n[nH]c3ncccc23)=C1c1c[nH]c2ccccc12,1
COc1cnc(Nc2ccccc2)nc1-c1cc2c([nH]1)CCNC2=O,1
CC(=O)Nc1ncnc2[nH]c(-c3ccccc3)nc12,1
Nc1nonc1-n1nnc(C(=O)NN=Cc2ccncc2)c1-c1ccccc1,1
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3coc4c(C#CCN5CCOCC5)cnc(N)c34)cc2)c1,1
O=C(Nc1cnccn1)Nc1ccnc2cc(C(F)(F)F)ccc12,1
COc1cc(C=NNC(=O)C2SC(=N)C(C#N)=C2C)ccc1O,1
N#Cc1cccc(CSc2nnc(-c3ccncc3)o2)c1,1
Cn1cc(C2=C(c3coc4cc(OCC5CC5)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,1
O=C1Nc2ccc3ncsc3c2C1=CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1,1
O=C(O)c1ccc(Nc2ncc3nnn(C45CC6CC(CC(C6)C4)C5)c3n2)cc1,1
CN(C)CCNS(=O)(=O)c1ccc(-c2ccc(C=C3SC(N)=NC3=O)o2)cc1,1
CCCCNC(=O)N1Cc2[nH]nc(NC(=O)Cc3ccc(N4CCCC4)cc3)c2C1,1
Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1,1
c1ccc(Cc2c(-c3ccccc3)[nH]c3nccnc23)cc1,1
Nc1nc(NCCCN2CCOCC2)nc(Nc2ccccc2F)c1[N+](=O)[O-],1
Cn1cc(-c2cc(-c3nc4ccccc4[nH]3)c(=O)[nH]n2)ccc1=O,1
Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl,1
N#Cc1c(N2CCCCC2)nc(N2CCCCC2)c2c1CCN(Cc1ccccc1)C2,1
Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccccc3)nn2n1,1
Oc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,1
CCc1ccc(C=NNC(=O)c2ccncc2)cc1,1
Clc1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,1
CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(C(=O)NCCCCO)c2)n1,1
Cc1cnccc1-c1cc(=O)n(C)c(N2CCOC(c3ccc(F)cc3)C2)n1,1
CCN1CCN(CCCC(=O)Nc2nnc3[nH]c(-c4ccc(O)cc4)c(Br)cc2-3)CC1,1
CN1C(=O)CC(c2ccncc2)=NC1=NCCc1ccccc1,1
Cc1cncc2cccc(S(=O)(=O)N3CCCNCC3C)c12,1
CC(C)(Nc1nccc(-c2c[nH]c3ncccc23)n1)c1ccccc1,1
Cc1n[nH]c2c1C(c1ccc(Cl)s1)C1C(=O)CC(C)(C)CC1=N2,1
O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)C1=Nc1cccc(O)c1,1
Nc1nonc1-c1nc2ccccc2n1C1CCCC1,1
CC(Nc1cncc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1F,1
Nc1c(F)c(NCCCc2ccccc2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,1
Cc1occc1-c1nc(N)c(OCC(N)Cc2c[nH]c3ccccc23)cc1-c1ccc2n[nH]c(C)c2c1,1
CCCC(=O)Nc1[nH]nc2cc(Cl)c(-c3ccccc3)cc12,1
COc1ccc2c(c1)=C(c1sc(S)nc1O)C(=O)N=2,1
Cn1cc(-c2ccccc2)c2nc(-c3ccncc3)cc(=O)n21,1
Cn1c(N2CCOC(c3ccc(F)cc3)C2)nc(-c2ccncn2)cc1=O,1
NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]cnc23)CC1,1
O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,1
Cc1ccc(OCC(=O)NN=Cc2ccc(O)cc2)c([N+](=O)[O-])c1,1
CCOC(=O)C1C(=N)n2c(sc(=Cc3cccs3)c2=O)=C(C(N)=O)C1c1cccs1,1
O=C(Nc1nnc2[nH]c(-c3cccc(O)c3)ccc1-2)C1CC1,1
