smiles,score
Cc1ccc2nc(COc3cccc(C(=O)N4CCN(C(=O)c5ccc(Cl)cc5)CC4)c3)cn2c1,9.4
O=C(Nc1ccc(C(=O)N2CCCC2)cc1)c1cnn(-c2cccc(C(F)(F)F)c2)c1C1CC1,9.4
O=C(c1cccn2c(=O)[nH]nc12)N1CCC(Cc2ccc(F)cc2)C1,9.4
O=C(N[C@H]1c2ccccc2C[C@H]1O)C1CCN(C(=O)c2ccccc2)CC1,9.4
Cc1ccc(C2CCCCN2C(=O)Nc2ccc3ccn(C)c(=O)c3c2)cc1,9.3
O=C(NC1CCOC(c2ccc(F)cc2)C1)c1onc2c1CCCC2,9.3
Cc1cccc(-c2cncc(C(=O)NCc3nnn(C)n3)c2)c1,9.3
NC1(CNC(=O)N2CC(=O)N(Cc3ccccc3)C2)C2CC3CC(C2)CC1C3,9.3
O=C(NC1CCCN(c2ncc[nH]c2=O)C1)C1CC1c1ccccc1,9.3
Cn1cc(-c2nc(C(=O)N3CCCC3c3ccc4c(c3)OCO4)cs2)cn1,9.3
Cc1n[nH]c(CNC(=O)N[C@@H]2C[C@H]2c2ccc3ccccc3c2)n1,9.3
O=C(c1ccc(O)cc1)C1CCN(C(=O)NCc2ccc3c(c2)OCO3)CC1,9.3
Cc1nc(C2CCCCCN2C(=O)c2ccc(F)c3ccccc23)no1,9.3
NC(=O)c1ccc(NC(=O)N2CCCN(c3ncccc3F)CC2)cc1,9.3
O=C(O)CC1CN(C(=O)c2ccc3c(c2)CCC3)c2ccccc21,9.3
O=C(Nc1cccc(C(=O)N2CCN3CCOCC3C2)c1)c1ccc(F)cc1,9.3
NC(=O)c1ccc(CNC(=O)NCC2CC(=O)N(Cc3ccccc3)C2)cc1,9.3
Cn1c(-c2ccc(NC(=O)CN3CCCCC(O)C3=O)cc2)nc2ccccc21,9.3
O=C(c1ccccc1)N1CCC(c2nc(-c3ccc(O)cc3)no2)CC1,9.3
Cc1cc(C(=O)N2CCCCCC2c2noc(-c3ccc(F)cc3)n2)co1,9.3
CN1C(=O)CN(Cc2nc(C3(c4ccc(C(F)(F)F)cc4)CCC3)no2)C1=O,9.3
O=C(Nc1ccc(O)cc1F)C1Cc2ccccc2CN1S(=O)(=O)c1ccc(F)cc1,9.3
O=C(NC1CCCN(c2ncc[nH]c2=O)C1)c1ocnc1-c1ccccc1,9.3
NC(=O)c1cccc(CCNC(=O)N[C@@H]2CCc3cc(F)ccc32)c1,9.3
O=C(c1ccc(-c2ccccc2Cl)o1)N1CCCC(C(=O)N2CCOCC2)C1,9.3
O=C(CN1NS(=O)(=O)c2ccccc2C1=O)NC1CCCc2ccccc21,9.3
CS(=O)(=O)c1ccc(C(=O)NCc2nn(-c3ccccc3)c3c2CCC3)cc1,9.3
NC(=O)c1cc(NC(=O)C2(c3cccc(F)c3)CCC2)ccc1F,9.3
Cc1cccc(-c2ccc(C(=O)N3CCN(c4ccccc4Cl)CC3)c(=O)[nH]2)c1,9.3
O=C(O)c1ccc(CNC(=O)N2CCCc3ccccc3CC2)cc1,9.3
CC1CN(C(=O)Nc2ccc3c(c2)CCC3=O)Cc2ccccc2O1,9.3
O=c1c2ccccc2c(-c2nnc(SC3CCOC3)o2)nn1Cc1ccccc1,9.3
O=C(NC1CCCc2ccccc21)c1nc2n(n1)-c1ccccc1S(=O)(=O)N2,9.3
O=C(O)C1c2ccccc2CCN1C(=O)C1CC12CCOc1ccccc12,9.3
NC(=O)c1cc(C2CCCN(C(=O)c3ccc(C#Cc4ccccc4)cc3)C2)n[nH]1,9.3
O=C(c1nc2n(n1)-c1ccccc1S(=O)(=O)N2)N1CCCc2ccccc21,9.3
O=C(O)Cc1cccc(NC(=O)C2CCCN2C(=O)c2ccc3c(c2)OCO3)c1,9.3
CC(=O)N1CCc2c(NC(=O)c3ccc(C(=O)N4CCOCC4)cc3)cccc21,9.2
O=C1CCCCC(C(=O)NCC2(c3cccc(C(F)(F)F)c3)CCOCC2)N1,9.2
OC[C@@H]1COc2ccccc2[C@@H]1NCc1cc(O)ccc1Cl,9.2
CC(=O)N1CCc2ccccc2C1CC(=O)N1CC(n2ccnn2)C1,9.2
Cc1ccn(CC(=O)N2CCN(c3ccnc(-c4ccccc4)n3)CC2)c(=O)c1,9.2
O=C(CCNc1ncccn1)Nc1ccc2[nH]c(Cc3ccccc3F)nc2c1,9.2
CCn1c(=O)[nH]c(=O)c2c(C(=O)Nc3ccc(OC)c(Cc4ccccc4)c3)cc(C3CC3)nc21,9.2
Fc1ccc(CN2CCC(NC3CCCOc4ccccc43)CC2)cc1,9.2
O=C(Nc1ccc(-n2ncc3ccccc32)cc1)N1CCOCC1C1CCCO1,9.2
Cc1noc(-c2ccccc2C(=O)Nc2cccc(C(N)=O)c2)n1,9.2
O=C(O)C1Cc2ccccc2CN1C(=O)CCCc1ncc(-c2ccccc2)o1,9.2
Cc1cc(C(=O)N2CCCCC2c2nc(-c3cccc(F)c3)c[nH]2)co1,9.2
Cc1nnnn1-c1cc(NC(=O)c2cnc(-c3ccccc3)nc2)ccc1F,9.2
O=C(O)C1CN(C(=O)c2cccn(Cc3ccccc3)c2=O)Cc2ccccc21,9.2
O=C(O)C1CN(C(=O)CCc2c(-c3ccc(F)cc3)[nH]c3ccccc23)CCO1,9.2
O=C(Nc1ccc(F)cn1)N1CCN(Cc2csc(-c3ccccc3)n2)CC1,9.2
CNS(=O)(=O)c1ccccc1N1CCN(C(=O)Cc2ccc3ccccc3c2)CC1,9.2
O=C(Nc1ccc(F)c(F)c1F)N1CCC(c2nc3ccccc3o2)CC1,9.2
O=C1C2CCCN2C(=O)N1CC(O)Cc1ccc2ccccc2c1,9.2
Cc1cncc(C(=O)NC2CCc3nnc(-c4ccc(F)cc4)n3C2)c1,9.2
CC(NC(=O)c1nc2n(n1)-c1ccccc1S(=O)(=O)N2)c1ccccc1Cl,9.2
O=c1[nH]cnc2cc(N3CCN(C(c4ccccc4)c4ccccc4Cl)CC3)c([N+](=O)[O-])cc12,9.2
O=C(O)c1ccccc1CCC(=O)N1CCOc2ccc(F)cc2C1,9.2
O=C(c1nc2n(n1)-c1ccccc1S(=O)(=O)N2)N1CCN(c2ccccc2F)CC1,9.2
O=C(c1cccc(O)c1)N1CCCC(c2nc(-c3ccccc3)c[nH]2)C1,9.2
NC(=O)c1cccc(-c2noc(C3CCCN(C(=O)c4ccncc4)C3)n2)c1,9.2
O=C(Nc1ccc(Cl)cn1)C1CCCN(C(=O)c2ccccc2SCC(=O)N2CCCC2)C1,9.2
NC(=O)c1ccc(CNC(=O)NCC2CCN(Cc3ccccc3)CC2)cc1,9.2
COc1ccc(-c2[nH]c3ccccc3c2CCC(=O)N2CCOC(C(N)=O)C2)cc1,9.2
N[C@H]1CCN(C(=O)c2cccc(CS(=O)(=O)c3ccccc3)c2)C1,9.2
NC(=O)CCNC(=O)c1cccc(NC(=O)c2cnn(-c3ccccc3F)c2-n2cccc2)c1,9.1
O=C1C[C@]2(NC(=O)Cc3cc4ccccc4c(=O)[nH]3)CCCC[C@@H]2N1,9.1
CC(NC(=O)N1CCC2(C=Cc3ccccc3O2)CC1)c1ccc2c(c1)OCO2,9.1
Cn1ncc(C(=O)NC2CCc3nnc(-c4ccc(F)cc4)n3C2)c1C1CC1,9.1
Cc1noc(CNC(=O)N2CCC(c3ccccc3)CC2)n1,9.1
CC(=O)N1CC[C@@H](NC(=O)c2ccc3c(c2)ncn3-c2cccc(C)c2)C1,9.1
O=C(O)CN(CCc1ccccc1)C(=O)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c2ccc(Cl)cc2)cc1,9.1
COc1cc(C(=O)N2CCC(c3nc4ccccc4[nH]3)CC2)cc(Cl)c1OCC(N)=O,9.1
CC(NC(=O)NCc1ncc(-c2ccccc2)cn1)c1nnc2n1CCCC2,9.1
CS(=O)(=O)c1ccc(-c2noc(C3(c4ccc(Cl)cc4)CCOCC3)n2)cc1,9.1
CCOc1ccc(C(=O)N2CCC(NC(=O)COc3ccc(N4CCCC4=O)cc3)CC2)cc1,9.1
O=C(Cn1ncc2ccccc2c1=O)N1CCCC1Cc1ccccc1,9.1
O=C(c1cccc(-n2cccc2)c1)N1CCCC1c1ccc2c(c1)OCO2,9.1
Cc1n[nH]cc1C1CCN(C(=O)c2ccccc2Nc2ccc(F)cc2)CC1,9.1
Cc1nc(C2CCN(C(=O)Nc3ccccc3-c3c(F)cccc3F)C2)n[nH]1,9.1
O=C(O)c1ccc(CCNC(=O)C2CCCc3ccccc32)cc1,9.1
O=C(Cn1nnc(-c2ccccc2)n1)N1CCCC1Cc1c(F)cccc1Cl,9.1
CCc1ccc(NC(=O)C2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1,9.1
O=C(NCC(=O)N1CCCc2ccccc21)c1cnc(-c2ccccn2)s1,9.1
O=C(c1ccc(Oc2cccnc2)cc1)N1CCC(c2c[nH]c3ncccc23)CC1,9.1
O=C(NC1CCc2nc(-c3ccc(F)cc3F)cn2C1)c1cnn2c1CCC2,9.1
O=C(c1ccc(CN2C(=O)CNC2=O)cc1)N1CCC(Cc2ccccc2)CC1,9.1
Cc1ccccc1-c1cc(C(=O)NC2CCC(=O)NC2)c2cnn(C(C)C)c2n1,9.1
CC(=O)Nc1cccc2c1CCN(C(=O)C1CC1c1ccccc1F)C2,9.1
O=C(Nc1ccc2c(c1)CCO2)[C@@H]1CCCN1S(=O)(=O)c1ccc2c(c1)OCCO2,9.1
Cc1cc(C(=O)Nc2ccccc2CN2CCCC(C(N)=O)C2)nn1-c1ccccc1,9.1
COc1ccc2ccccc2c1CCNC(=O)C1CCn2cncc2C1,9.1
NC(=O)Nc1cc(NC(=O)c2cnn(-c3ccccc3F)c2-n2cccc2)ccc1F,9.1
CCCN(C(=O)c1nnc2ccccc2n1)C1CCc2ccccc2C1,9.1
O=C(Cc1noc2ccccc12)N1CCC(c2nnc3ccccn23)CC1,9.1
N#Cc1ccc(CN2CCCN(C(=O)c3ccc(C(N)=O)cc3)CC2)cc1,9.1
COc1cc(NC(=O)NCc2ccc(-c3ccccc3)o2)ccc1N1CCCC1=O,9.1
Cc1cccc(NC(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)c1,9.1
NC(=O)c1cccc(NC(=O)c2cnn(-c3ccccc3F)c2-n2cccc2)c1,9.1
COc1ccc2ccccc2c1CN(C(=O)[C@@H]1CC[C@H](C(N)=O)O1)C1CCCC1,9.1
CC(=O)Nc1ccc(F)c(C(=O)N2CCC(CN3CCc4ccccc43)CC2)c1,9.1
O=C(O)c1cc(NC(=O)C2CC23CCOc2ccccc23)ccc1O,9.1
COc1ccccc1NC(=O)C1CCN(C(=O)Nc2ccc(-c3nc4ccccc4o3)cc2)CC1,9.1
O=C(Cn1c(=O)[nH]c2ccccc21)N1CCN(C(=O)c2cccc(F)c2)CC1,9.1
O=C(NC1CC1)c1ccc(NC(=O)c2nn(-c3ccc(F)cc3)c3c2CCCC3)cc1,9.1
O=C(CCCc1c[nH]c2ccccc12)NCC(=O)NC1CCOc2ccccc21,9.1
Cc1ccn2ncc(C(=O)NCc3ccccc3CN3CCCC3=O)c2n1,9.1
Cc1c(F)ccc2sc(NC(=O)c3ccc4c(c3)CCC(=O)N4C)nc12,9.0
